27	35	82	58	66	21	68	64	39	44	19	36	37	50	46	25	11	41	4	1	80	49	10	31	51	81	72	76	61	2	16	29	54	38	69	22	7	12	33	67	3	78	70	83	45	26	40	23	13	32	74	65	20	53	43	79	75	57	63	30	47	73	14	42	34	18	5	52	17	62	56	60	6	77	9	24	48	15	59	8	55	28	71
47	75	33	74	12	9	66	68	61	2	46	39	54	69	34	57	16	72	1	41	32	45	49	22	23	76	78	21	18	27	81	38	10	82	28	25	5	29	19	59	7	20	71	40	36	24	13	55	8	64	31	30	83	43	42	37	67	6	51	62	63	73	44	53	65	77	48	35	4	80	50	60	70	17	58	14	3	79	15	56	52	11	26
40	9	46	14	68	59	39	20	66	38	81	23	24	80	53	1	29	49	45	7	44	30	2	19	51	25	31	60	16	73	63	76	15	42	62	33	50	8	32	58	5	65	47	36	22	75	21	77	41	4	10	83	67	43	79	35	37	57	48	34	12	64	55	52	28	6	17	71	26	13	82	70	54	11	72	3	74	27	69	61	56	18	78
5	36	37	11	22	62	50	61	33	28	20	65	2	39	12	53	40	49	75	52	60	82	8	10	38	72	30	56	15	57	47	13	23	69	35	80	6	25	71	7	9	63	74	24	77	70	32	81	48	14	31	79	66	41	59	76	27	44	46	18	3	19	42	45	67	73	51	78	21	29	34	58	55	16	17	26	64	1	43	4	54	83	68
4	79	36	9	81	49	30	16	18	39	44	28	23	7	71	6	15	77	75	46	74	41	69	66	19	14	52	8	27	65	60	47	2	76	59	21	3	53	80	82	72	40	10	64	50	33	1	22	54	38	51	67	55	73	20	25	45	32	34	5	37	29	58	35	24	62	43	68	78	12	70	26	61	17	31	42	56	63	13	57	83	11	48
57	22	37	52	45	31	78	5	17	4	51	63	39	13	12	6	56	3	27	20	9	49	40	80	58	24	10	23	50	64	44	42	47	72	8	15	54	33	75	18	83	77	11	16	66	82	48	53	30	59	41	69	35	19	79	29	65	36	68	2	73	62	60	81	71	25	76	46	34	43	38	21	32	14	26	55	1	74	61	67	28	70	7
14	22	72	25	8	35	2	58	62	3	27	64	4	59	34	63	28	38	15	33	9	50	19	57	53	36	17	44	24	66	11	77	1	67	16	71	40	10	56	6	60	13	39	30	37	74	41	65	18	5	76	69	79	26	32	47	49	81	20	43	75	42	55	46	51	78	54	73	82	83	48	52	12	80	7	45	21	29	31	68	61	23	70
81	56	16	21	75	39	8	28	26	67	10	11	7	22	12	1	57	44	58	15	31	47	37	80	68	33	59	50	40	24	72	38	3	2	32	63	78	17	45	70	20	83	82	35	60	41	54	42	76	49	29	69	71	25	30	52	53	64	14	62	74	79	23	4	19	48	9	6	27	46	61	5	36	51	34	55	13	66	77	43	18	73	65
24	28	80	26	43	35	4	1	39	53	22	32	63	71	72	83	59	41	23	81	74	36	56	15	20	69	68	7	78	64	11	10	60	21	37	42	5	70	82	40	19	57	48	31	44	30	67	73	12	16	66	14	54	29	6	9	49	76	58	47	33	13	45	3	77	61	8	2	52	18	38	51	50	34	17	75	65	46	55	27	79	62	25
49	36	63	34	23	48	38	72	39	61	66	6	25	10	77	52	28	81	76	31	9	59	67	11	2	54	24	83	71	70	43	80	60	58	57	15	26	47	73	68	37	53	16	44	55	1	20	32	14	35	45	13	79	64	65	21	69	75	3	40	46	7	51	12	41	50	56	18	5	62	82	33	42	8	74	4	17	22	29	78	19	27	30
20	58	83	55	31	71	59	78	53	56	66	49	10	9	44	25	74	4	2	52	45	24	21	81	15	41	76	22	29	23	16	18	3	34	38	46	69	17	70	73	57	8	61	6	26	7	12	36	50	28	1	32	60	47	48	80	39	30	37	75	35	5	11	82	67	27	14	51	64	19	79	63	65	62	43	54	40	33	77	42	13	72	68
55	72	35	19	58	23	31	37	47	77	28	8	56	71	34	50	61	21	29	82	17	57	5	44	51	18	48	76	83	73	22	15	67	53	41	54	49	63	33	52	42	70	1	7	69	39	75	62	6	12	81	3	30	14	45	65	66	16	74	43	59	9	2	60	11	4	24	27	13	46	36	25	38	79	32	40	20	78	10	80	68	64	26
41	52	38	72	58	65	26	21	44	1	51	78	42	79	50	63	57	76	73	54	9	3	29	4	82	22	70	28	8	10	75	68	62	61	6	47	16	24	45	35	71	32	59	17	18	69	43	37	67	15	53	31	5	46	11	12	49	39	56	7	2	23	64	66	34	13	40	30	80	55	27	25	20	74	36	83	77	19	60	48	14	81	33
83	24	49	3	19	14	71	70	73	61	64	68	72	74	26	53	40	20	32	36	45	30	63	56	75	33	52	12	58	11	25	67	13	54	69	76	31	18	80	41	42	57	10	27	78	44	65	59	55	29	50	8	34	46	43	16	28	5	79	60	66	48	7	77	6	51	23	1	15	17	21	22	38	35	37	82	2	9	39	47	4	62	81
72	44	35	75	52	82	30	74	69	45	22	81	23	53	19	79	27	49	28	60	63	48	6	21	59	10	3	50	56	80	67	15	39	83	38	65	34	61	58	4	2	26	29	9	14	17	37	40	77	20	47	7	43	1	64	46	5	42	32	66	78	13	8	62	76	18	54	73	36	12	70	33	24	71	25	41	55	31	68	57	11	16	51
68	8	15	23	80	22	17	24	20	66	74	78	69	60	71	28	47	39	77	48	63	30	59	29	76	3	64	57	25	45	11	55	42	4	65	82	44	52	12	73	54	38	16	21	18	9	75	13	81	49	1	79	33	27	14	2	56	31	72	50	43	40	53	7	46	32	62	34	19	67	10	51	36	61	41	37	35	26	5	70	58	83	6
13	44	48	37	18	19	69	23	14	30	41	74	71	43	60	77	63	29	76	20	15	79	78	82	3	6	55	5	53	9	1	17	22	35	36	51	27	66	26	54	65	42	75	49	33	40	16	47	7	31	21	56	24	28	57	52	68	50	80	81	70	2	67	62	72	34	25	58	11	64	10	39	73	38	61	59	46	4	32	8	12	45	83
74	37	78	57	11	26	52	6	7	18	55	56	64	5	46	20	31	21	1	16	45	14	39	29	65	44	41	42	36	30	73	13	32	48	75	22	60	50	69	27	77	68	19	47	71	40	70	53	80	61	58	54	79	8	4	43	15	25	59	17	63	12	34	38	35	66	23	24	51	2	3	83	10	9	76	49	81	82	67	62	33	72	28
15	65	67	44	13	82	28	74	17	32	25	57	60	1	23	70	66	40	53	5	14	55	18	22	78	34	71	38	64	51	48	9	54	76	50	2	45	56	30	19	33	20	73	39	8	4	7	69	6	83	72	75	43	29	3	41	79	12	36	68	11	62	27	35	59	37	46	52	49	10	21	77	58	42	24	61	31	16	80	81	26	47	63
45	42	20	66	60	49	62	18	68	8	50	13	80	53	69	25	83	33	64	48	72	76	63	17	59	19	65	24	5	4	40	39	16	79	22	56	74	71	81	43	54	35	51	47	7	31	11	21	52	15	32	41	3	75	30	73	55	29	61	6	70	78	44	46	34	1	9	23	67	58	82	77	27	37	57	12	26	38	2	10	14	28	36
2	29	64	42	40	82	80	18	65	20	36	74	49	1	22	67	63	70	33	28	15	39	77	35	79	32	17	54	53	71	78	10	9	26	83	23	27	21	7	68	6	44	55	41	14	3	58	56	4	38	52	31	59	34	75	5	73	72	62	24	11	16	66	51	37	50	12	60	25	8	46	76	69	19	48	81	45	47	13	57	61	43	30
60	11	4	67	71	53	83	17	55	31	81	48	74	59	1	82	64	30	50	38	57	78	19	68	61	44	33	9	75	28	18	2	49	77	58	3	40	76	36	7	25	66	43	15	69	34	54	5	29	47	22	26	16	21	63	23	39	51	10	79	27	46	80	20	13	37	32	42	8	14	62	65	35	24	6	73	72	45	12	70	56	52	41
70	8	62	29	11	80	51	48	72	81	53	45	43	5	18	27	12	13	57	7	68	24	34	2	83	19	50	64	66	67	69	4	38	23	15	61	65	28	77	33	60	21	17	78	59	40	32	36	47	73	52	56	26	71	79	76	22	9	46	35	37	31	10	39	20	1	58	44	49	54	3	6	25	82	74	14	75	41	55	30	16	63	42
75	49	15	39	66	54	43	31	5	47	14	38	42	3	64	61	2	78	34	52	29	19	26	21	17	40	59	77	13	25	6	50	4	57	11	60	82	44	68	58	62	65	27	67	46	33	9	8	1	36	10	35	71	20	55	16	45	70	56	7	79	37	83	12	48	30	81	22	63	23	80	73	69	28	72	24	32	53	41	51	76	74	18
78	27	44	71	23	42	52	12	9	81	37	67	7	65	59	19	34	30	49	28	69	68	22	64	70	43	11	16	48	15	76	79	18	40	38	21	72	53	74	58	4	13	45	62	47	66	80	39	6	14	63	1	55	56	50	41	57	29	75	36	25	24	10	46	77	82	2	54	8	32	33	31	20	73	60	51	26	61	5	83	35	3	17
30	27	55	11	44	61	39	54	66	47	64	65	79	71	34	76	37	24	68	40	28	62	49	52	29	18	35	59	46	77	31	63	50	70	14	23	78	41	3	69	10	56	20	1	7	12	73	9	19	75	81	42	6	82	57	72	8	32	17	13	51	53	5	4	38	26	45	22	43	60	58	36	67	15	25	80	21	2	83	33	74	16	48
28	18	60	51	7	30	2	31	32	16	57	43	65	48	8	38	12	36	27	42	39	10	34	80	47	62	59	61	45	71	73	77	25	50	24	14	49	81	53	22	3	29	74	41	37	17	1	78	44	55	46	56	23	82	76	40	4	33	6	54	9	63	35	21	20	75	70	26	13	5	11	67	64	58	19	15	83	66	68	79	52	69	72
59	30	35	76	33	17	39	28	52	18	31	11	25	24	44	54	61	45	43	48	19	69	73	83	26	29	68	38	10	36	55	27	32	9	2	75	71	79	13	34	5	58	57	15	50	21	46	8	42	41	49	6	66	53	20	7	64	81	3	16	37	60	74	12	22	80	78	62	4	47	72	77	1	56	40	65	63	14	82	51	70	23	67
81	59	3	11	48	79	49	10	8	30	65	4	1	54	64	19	45	31	62	41	26	57	5	68	67	55	53	52	6	58	50	66	70	75	34	22	60	33	15	35	73	38	40	25	47	46	71	37	29	74	12	7	20	21	23	83	76	39	42	27	63	24	9	80	17	44	78	16	2	43	51	82	69	13	72	61	36	28	18	32	77	56	14
19	75	67	53	35	37	45	33	78	41	27	71	51	34	18	39	80	26	82	48	40	74	4	62	52	50	15	9	21	13	58	5	36	8	44	72	25	65	6	76	46	12	29	31	14	28	1	17	66	57	79	38	55	7	68	63	10	47	42	32	30	64	70	83	20	60	49	23	73	3	2	69	43	77	56	22	24	81	11	54	61	59	16
78	31	67	79	57	36	41	75	46	12	58	74	14	62	38	29	50	47	49	17	60	13	69	77	8	16	56	51	5	55	27	76	48	80	53	39	82	7	66	52	70	81	63	59	24	18	28	35	19	54	43	9	73	42	68	3	11	44	15	72	37	34	71	61	20	10	40	30	4	6	23	21	83	22	32	33	2	45	1	65	26	64	25
81	25	17	35	69	26	75	30	4	82	78	47	67	68	9	71	14	53	15	80	16	48	57	61	39	76	72	41	42	5	2	60	46	19	32	51	1	12	23	73	8	55	43	20	21	79	37	40	27	44	24	33	34	22	38	28	7	52	49	58	31	3	54	11	74	70	18	29	10	63	6	45	59	64	65	66	50	83	36	62	13	77	56
13	65	23	11	75	67	77	21	35	2	56	34	19	57	72	7	16	64	8	14	80	40	69	79	74	46	76	17	25	37	20	26	29	58	44	4	78	5	52	50	61	49	45	15	70	47	31	48	32	59	42	9	41	54	82	83	66	53	51	6	22	71	3	39	28	38	60	24	81	62	63	55	33	12	1	36	27	30	10	18	68	43	73
58	57	52	71	39	53	69	15	31	25	78	12	35	74	34	8	38	73	82	81	75	24	66	37	56	27	67	14	33	28	42	18	44	10	60	1	4	72	40	80	9	51	5	21	30	65	55	62	83	6	19	26	13	64	46	48	47	43	63	23	11	77	54	7	68	70	3	17	22	59	45	41	49	32	61	16	2	76	20	29	36	50	79
36	19	41	24	3	54	69	72	58	48	39	68	6	7	62	21	43	65	47	42	75	76	5	28	2	35	22	9	81	45	55	16	15	59	25	27	30	32	31	26	29	56	57	11	70	51	38	60	74	83	12	8	34	23	20	10	79	1	49	33	73	13	14	77	17	46	40	61	82	66	71	52	4	50	44	37	67	63	53	64	18	80	78
77	1	18	51	26	75	13	48	5	15	30	38	14	11	20	36	71	40	43	57	12	31	56	54	63	69	42	80	6	67	44	10	49	8	27	3	70	81	19	76	28	23	74	66	35	22	50	83	53	61	59	21	39	73	29	25	82	45	58	4	41	16	65	60	46	37	78	24	17	52	68	7	33	62	64	2	34	47	72	32	79	9	55
33	70	61	18	49	78	40	7	31	59	10	73	51	47	38	36	45	55	30	74	35	19	76	58	60	16	54	9	14	79	75	3	65	34	83	69	1	80	77	68	15	5	44	12	13	46	6	71	2	50	63	81	17	39	23	66	37	29	26	42	27	64	21	62	11	82	24	67	72	8	25	32	22	20	52	56	4	53	43	57	28	48	41
17	34	76	26	61	9	49	77	2	37	24	72	48	29	44	25	36	32	75	55	28	42	6	40	64	7	65	69	74	23	18	59	3	14	27	67	79	39	83	71	60	20	41	70	82	1	62	57	46	15	19	43	68	21	80	33	78	38	56	47	13	73	16	22	54	35	81	5	51	11	58	66	52	31	4	53	10	30	45	50	63	12	8
28	21	65	74	73	19	76	41	56	50	58	46	52	1	72	80	51	48	77	29	57	45	69	25	18	37	5	38	54	49	83	60	79	67	75	16	7	8	27	6	82	30	81	33	68	63	71	2	34	23	31	20	70	36	64	47	35	9	24	11	4	59	78	42	61	44	14	40	17	32	12	53	10	26	55	3	62	66	22	13	43	39	15
51	64	67	75	2	62	17	78	31	71	4	30	41	1	76	66	58	16	50	42	70	34	79	54	47	38	33	81	40	39	63	43	83	60	10	80	65	57	72	61	56	3	23	77	14	15	46	20	32	11	53	26	12	19	6	35	44	22	45	5	37	55	8	25	21	73	29	49	28	74	68	24	13	9	36	18	59	69	82	48	52	7	27
20	82	80	46	70	74	63	6	56	66	33	61	15	8	10	36	39	37	12	76	72	60	73	49	38	44	29	21	22	81	52	65	67	62	11	24	54	45	64	51	4	14	40	9	35	55	78	2	58	23	50	41	17	79	31	27	26	47	1	3	75	43	5	42	7	68	69	53	16	48	71	13	83	57	19	32	77	25	59	28	34	30	18
68	31	63	74	23	70	15	26	67	83	76	71	2	14	41	4	66	46	33	28	21	29	69	81	10	13	45	1	51	56	17	50	42	80	60	6	40	62	79	59	35	34	19	27	7	57	52	44	73	18	5	8	55	72	65	9	22	78	61	16	64	3	82	58	77	38	36	47	54	39	48	53	20	11	75	30	24	49	12	43	37	25	32
33	32	18	73	60	27	61	64	3	74	71	22	31	2	78	15	6	51	75	65	42	56	80	67	82	57	47	49	43	44	35	45	59	52	76	63	19	25	62	66	26	17	37	14	50	77	28	9	20	38	1	34	13	46	11	24	53	83	4	7	16	41	5	54	70	72	81	55	10	79	29	21	12	23	36	40	58	30	39	69	48	68	8
34	47	65	60	61	40	18	71	16	72	49	33	63	55	56	24	19	67	1	29	8	28	2	12	5	17	69	31	81	42	59	43	15	10	50	36	9	54	3	25	6	66	27	70	53	80	78	23	44	4	52	77	14	46	22	73	20	58	21	39	75	35	76	32	11	74	13	62	45	37	57	51	68	30	26	64	82	7	83	41	48	79	38
82	52	29	11	6	53	79	17	36	58	8	81	43	62	3	23	42	64	54	34	51	73	2	40	32	70	65	76	44	71	72	4	67	13	10	56	75	19	20	30	7	61	60	41	27	25	12	74	39	69	47	24	50	77	38	66	33	16	21	48	68	1	31	80	14	18	35	83	49	46	9	78	59	57	26	15	37	63	55	22	45	28	5
74	36	34	20	14	29	30	31	79	37	54	75	43	39	82	6	24	22	66	44	5	71	42	76	48	55	72	33	28	11	80	56	23	1	25	69	53	64	9	57	81	68	61	3	60	65	51	4	58	17	32	59	41	13	18	8	52	63	78	47	27	67	35	21	73	26	2	83	45	15	77	38	50	7	62	16	19	10	49	70	46	12	40
80	11	42	44	49	25	27	61	28	15	1	76	30	43	12	45	67	13	78	68	18	6	24	36	60	7	66	19	22	35	16	65	40	23	55	59	3	20	64	56	17	77	70	39	31	2	50	14	5	71	58	72	73	53	48	37	38	74	10	81	21	83	29	26	47	82	62	9	63	69	52	46	79	54	41	34	32	57	8	33	4	51	75
10	27	17	68	53	33	60	42	3	49	8	59	54	64	32	73	39	35	14	11	71	29	9	74	66	76	51	48	79	65	58	70	56	16	83	2	52	67	46	34	43	50	40	82	24	15	1	18	28	62	4	63	26	23	31	45	47	22	72	5	41	55	57	6	69	61	77	81	75	20	37	21	38	36	13	7	30	12	19	44	78	25	80
60	15	67	47	35	53	9	12	14	13	48	10	74	62	6	18	2	16	83	26	77	64	58	3	59	79	44	32	30	78	70	31	81	82	66	80	25	27	1	76	41	4	49	43	23	24	21	75	42	39	57	38	8	37	65	69	20	72	51	54	36	28	34	52	11	5	61	40	55	19	45	73	68	63	46	33	71	22	17	50	7	56	29
34	23	63	6	57	31	37	81	1	29	59	69	32	62	8	73	54	33	55	47	4	16	42	15	50	48	76	70	71	3	53	20	24	44	51	26	82	60	68	66	80	11	13	67	41	12	74	61	5	56	7	45	79	40	36	75	83	22	9	18	10	38	43	17	39	2	52	46	28	35	49	14	30	27	77	25	58	65	72	21	64	19	78
79	82	69	51	1	20	83	16	52	6	15	31	64	44	59	73	27	41	75	72	38	62	53	2	61	43	18	32	57	37	4	80	34	68	56	65	81	19	5	76	47	21	54	3	24	14	46	74	36	55	23	10	42	13	29	45	71	11	50	12	26	39	60	66	35	22	77	78	8	9	67	17	33	30	63	49	28	25	58	48	7	70	40
23	17	63	81	30	78	44	69	71	45	2	8	61	18	83	24	56	15	80	67	53	62	5	4	76	25	73	1	79	60	26	57	13	3	70	43	10	27	58	20	47	51	49	77	21	35	32	22	41	38	59	64	19	31	52	12	46	82	72	9	55	40	36	16	48	29	33	14	50	65	66	28	6	68	39	7	54	74	37	34	11	75	42
22	12	27	2	59	39	55	79	9	81	38	74	43	67	6	16	32	64	41	4	8	58	15	51	36	40	33	44	17	1	53	30	69	70	82	52	60	19	50	29	10	5	18	42	20	63	83	23	46	35	3	47	37	28	76	31	26	75	61	49	73	71	54	24	7	11	34	68	77	57	21	72	78	66	80	56	13	14	62	45	48	65	25
67	74	69	48	65	27	57	66	43	7	32	6	61	20	34	16	23	1	25	68	13	81	70	46	35	55	44	2	40	56	39	31	75	80	60	37	58	53	83	24	21	29	64	9	38	11	79	42	8	72	17	49	28	63	4	15	36	73	62	52	18	14	51	76	26	33	78	41	47	5	82	77	59	10	19	22	71	30	3	12	50	54	45
38	5	46	40	41	30	47	32	54	28	31	77	21	64	24	22	7	26	3	75	6	45	23	18	42	25	60	74	37	39	2	36	55	56	4	15	8	70	1	69	43	19	48	16	12	52	49	78	44	17	66	76	58	79	73	10	33	35	82	51	81	14	29	53	11	13	59	83	68	65	67	72	57	27	34	9	80	63	20	62	71	50	61
55	30	22	40	21	18	11	77	56	15	79	59	45	3	13	81	60	10	78	70	20	44	36	26	33	5	49	12	52	4	75	38	41	73	7	2	32	82	35	76	1	53	61	63	34	68	24	17	8	48	31	72	69	29	9	27	43	37	58	66	19	51	64	74	23	50	46	57	14	71	54	16	47	67	42	6	83	80	65	39	28	25	62
11	43	30	42	49	40	54	26	75	14	15	28	22	83	24	41	6	57	59	50	36	77	74	38	70	61	27	12	58	71	35	67	64	60	48	31	76	3	33	56	29	68	55	4	39	8	17	69	63	5	7	81	20	34	53	16	2	52	79	65	23	21	19	9	51	10	37	46	45	82	66	25	80	73	32	72	1	13	62	78	47	18	44
48	69	30	37	36	52	61	8	53	83	60	73	12	25	35	31	81	43	20	45	63	82	79	32	68	55	4	2	22	10	57	47	49	50	7	44	24	76	6	34	46	27	11	42	74	66	13	21	38	15	67	40	59	14	26	17	16	23	80	62	65	19	78	64	77	1	3	58	39	72	41	28	9	56	70	75	51	18	5	29	71	54	33
6	47	19	20	14	80	83	36	26	12	82	43	35	76	16	24	13	15	4	39	10	49	25	65	46	28	44	63	30	60	51	33	54	22	40	48	67	21	64	2	11	79	81	58	71	34	68	37	17	9	1	7	59	57	78	62	66	56	42	50	69	74	61	18	77	41	27	29	52	53	72	70	45	31	5	55	75	23	73	38	3	32	8
67	54	1	53	6	32	40	52	25	64	15	34	72	22	20	81	18	75	66	24	43	83	61	76	59	17	58	49	60	78	3	74	68	44	46	69	41	11	29	47	56	38	31	28	39	30	14	19	51	5	4	73	21	33	71	70	79	27	36	42	35	12	50	82	37	13	77	55	9	45	57	2	26	23	80	48	10	7	65	16	62	63	8
82	27	24	77	20	17	37	74	68	18	15	48	28	5	54	35	36	34	63	6	57	67	71	39	42	29	16	33	1	10	38	78	26	23	7	46	49	30	52	44	51	40	65	60	70	81	41	12	43	56	64	32	50	25	31	3	66	79	76	9	13	14	45	47	19	21	53	72	59	11	2	55	58	61	69	8	62	83	4	22	73	75	80
52	37	39	10	75	29	68	15	28	41	23	63	61	30	40	7	58	60	79	72	5	76	3	35	74	27	4	57	80	48	47	70	44	18	6	65	82	62	45	49	32	34	24	25	20	69	50	38	81	64	1	66	14	56	33	36	22	43	51	12	67	59	16	26	42	83	31	9	21	8	78	13	17	71	19	2	54	77	11	53	73	46	55
24	57	44	77	21	53	66	59	69	41	47	25	15	32	75	22	76	79	29	2	19	61	26	13	67	70	51	7	38	46	78	39	27	58	74	1	3	43	30	62	72	14	81	65	6	8	55	18	10	56	63	48	54	68	28	45	35	71	82	9	64	83	80	49	40	52	37	17	20	31	16	73	33	42	50	36	23	60	4	11	12	5	34
43	24	39	2	63	8	53	34	12	51	18	78	48	73	52	64	83	6	79	45	40	21	1	41	74	9	27	56	58	36	22	35	29	65	33	30	82	25	49	4	69	67	68	57	38	46	70	23	71	37	10	32	77	19	61	26	80	14	75	59	16	42	3	15	44	50	17	28	72	47	5	11	62	81	54	66	7	20	31	76	60	55	13
73	60	11	81	83	47	58	59	68	6	37	21	10	20	51	53	22	61	16	71	5	39	69	36	28	4	26	52	40	80	54	65	55	12	75	25	32	46	35	33	30	9	17	1	13	49	57	15	43	74	66	63	24	50	82	44	64	79	38	8	48	19	29	70	2	67	78	31	77	76	42	7	27	34	45	3	72	41	23	56	14	18	62
